zip_3,Median,Pop
738,46860.10368947368,1600.9473684210527
739,46317.70026,1908.2666666666667
740,46165.734274242415,7626.636363636364
741,42867.408596428584,14827.892857142857
743,37452.86310333333,4136.1
744,38909.48493720931,4921.860465116279
745,34760.7560102564,2088.6666666666665
746,42109.263361111116,3272.6111111111113
747,34580.407218750006,2625.84375
748,37249.11582826086,4082.978260869565
749,35685.56407096774,3469.548387096774
750,74040.42234406777,35242.0
751,53041.87131372549,14504.254901960785
752,52503.121187499986,26318.979166666668
754,46585.924455555556,4674.819444444444
755,43215.89809565217,5487.347826086957
756,43957.36373421052,8715.631578947368
757,44595.568034210504,9150.131578947368
758,40082.70684230769,4821.615384615385
759,35490.70232093023,5989.883720930233
760,61162.62928620689,19622.137931034482
761,51001.19560833332,25230.027777777777
762,61091.96197948717,11312.153846153846
763,42009.3367,6543.576923076923
764,40383.99248723405,2985.808510638298
765,47520.855619148926,9946.91489361702
766,46533.36958749999,2854.25
767,35324.1711,17226.7
768,42970.556,1882.127659574468
769,47356.43794166666,5414.25
770,53024.779996874975,30148.270833333332
773,58959.63338545455,19408.727272727272
774,56964.03720757576,14942.227272727272
775,56250.33880909092,20695.654545454545
776,49278.73910666667,9052.466666666667
777,41725.2524625,16482.75
778,40538.17055666667,9569.633333333333
779,49755.958351515146,4976.393939393939
780,47326.48543269231,10321.365384615385
781,52270.73312439023,9341.219512195123
782,52136.97810327869,26160.131147540982
783,41107.571932558145,5341.418604651163
784,39369.792855555555,17023.444444444445
785,30047.063610344827,21626.241379310344
786,56257.76841612904,13683.661290322581
787,64736.553486363635,21014.113636363636
788,34106.57017,5642.066666666667
789,47912.923855999994,2757.16
790,48960.25353188406,3261.1014492753625
791,51090.851686666676,14705.333333333334
792,36915.62101724138,1088.2413793103449
793,42480.84312272727,3094.818181818182
794,38156.361235714285,18155.928571428572
795,40912.04292444445,1944.7111111111112
796,40621.838983333335,17801.5
797,46686.52142978723,8214.68085106383
798,27364.48232857143,3203.5238095238096
799,42099.464984000006,29985.32
800,66530.22394444446,28796.88888888889
801,87606.37616285717,18228.942857142858
802,53320.92034615385,25396.20512820513
803,60498.437216666665,20155.333333333332
804,66523.15106842105,3713.1403508771928
805,66803.37099393939,14835.90909090909
806,58628.88300384615,9586.846153846154
807,45909.422031250004,2163.125
808,46252.634807894734,2744.0789473684213
809,61038.20865666667,17523.766666666666
810,40457.39537307693,4278.903846153846
811,38190.03359642858,2478.5714285714284
812,45298.74931034483,2560.2413793103447
813,48856.115723076924,4927.692307692308
814,48534.939169565216,3681.7391304347825
815,57231.450028571424,10237.714285714286
816,60445.10615882353,4245.529411764706
820,66959.32698636364,5819.727272727273
821,60621.652,369.0
822,45372.12807368421,1290.7368421052631
823,56703.90821538462,1263.8461538461538
824,48445.10563636364,2405.909090909091
825,46605.989944444445,4323.333333333333
826,59747.79135555556,5068.777777777777
827,60391.346237499994,3773.6875
828,58271.06781538461,2842.6153846153848
829,67369.57360526315,3709.7368421052633
830,78106.67163333333,3443.5
831,52043.460731249994,973.3125
832,45113.541386538454,3335.6923076923076
833,48452.46360810811,5024.405405405405
834,48256.042968292684,4896.195121951219
835,37424.8195074074,2556.777777777778
836,44347.65633846153,8344.788461538461
837,58078.31829,25594.7
838,42297.70466666667,4141.9
840,62980.68900379748,15365.87341772152
841,50746.95089090909,27001.954545454544
843,57660.23006578947,4645.026315789473
844,57428.622200000005,37284.4
845,42741.75032692309,2020.6923076923076
846,48316.68075581396,6695.930232558139
847,45620.398898550724,3233.0
850,52484.51549534884,30561.418604651164
851,46463.58046666667,16335.125
852,69781.16607954545,32229.295454545456
853,51747.47806567165,18615.537313432837
855,38282.16707000001,4759.35
856,46701.858295454535,6736.977272727273
857,51253.96333750002,27217.09375
859,42684.66931600001,3116.48
860,39804.739962857144,5124.771428571428
863,43191.363124,8342.32
864,39352.52965217391,8418.478260869566
865,25933.52053,3123.3
870,43880.95759285715,3165.3571428571427
871,51661.788324999994,29466.35
873,32072.170631818186,3426.0
874,45424.110980000005,7262.333333333333
875,41949.71584516129,3431.451612903226
877,38595.811200000004,1435.7666666666667
878,33469.77051666667,1521.0
879,32533.03509166667,1224.0833333333333
880,37555.61187608695,5125.760869565217
881,40987.34235789473,3453.7368421052633
882,51248.34406363636,7647.5
883,38716.187257575766,2372.3333333333335
884,39818.69622631579,953.5263157894736
890,57284.20504772726,8599.59090909091
891,60845.13326976745,24025.60465116279
893,54642.93948333333,1322.1666666666667
894,61199.90343809525,5446.9047619047615
895,60866.087041666666,18638.666666666668
897,59522.51206666667,10458.333333333334
898,48716.72051333333,3258.266666666667
900,48654.99701076923,36722.2
902,79900.5694857143,35239.68571428571
903,44836.96282,27044.4
904,78998.72426,18408.6
905,70468.92431999999,34870.6
906,66048.17039411764,42542.58823529412
