"","last_fico_range_high","last_fico_range_low","pub_rec_bankruptcies","revol_util","inq_last_6mths","is_rent","is_bad"
"25605",699,695,0,46.1,0,TRUE,0
"25606",764,760,0,92.1,1,TRUE,0
"25607",789,785,0,58.8,2,TRUE,0
"25608",794,790,1,83.4,0,FALSE,0
"25609",719,715,0,68.8,0,FALSE,0
"25610",814,810,0,59,1,TRUE,0
"25611",624,620,0,53.2,1,TRUE,0
"25612",794,790,0,9.9,0,FALSE,0
"25613",719,715,0,24.3,0,TRUE,0
"25614",799,795,0,22.8,0,TRUE,0
"25615",719,715,0,43.1,1,TRUE,0
"25616",639,635,0,18,3,FALSE,0
"25617",589,585,0,20.9,0,FALSE,0
"25618",594,590,0,30.8,1,TRUE,0
"25619",694,690,0,34.8,1,FALSE,0
"25620",634,630,0,41.4,1,TRUE,1
"25621",794,790,0,18.8,1,FALSE,0
"25622",799,795,0,60.3,2,TRUE,0
"25623",739,735,0,97.6,2,FALSE,0
"25624",684,680,0,65.1,0,TRUE,0
"25625",694,690,0,87.6,3,FALSE,0
"25626",799,795,0,59.9,2,FALSE,0
"25627",599,595,0,67.1,0,FALSE,1
"25628",729,725,0,27.4,0,TRUE,0
"25629",674,670,0,42.9,0,TRUE,0
"25630",799,795,1,60.4,0,FALSE,0
"25631",699,695,0,16,0,TRUE,0
"25632",679,675,0,0,1,FALSE,0
"25633",789,785,0,6.6,0,TRUE,0
"25634",714,710,0,73.2,0,FALSE,0
"25635",724,720,1,75.6,0,FALSE,0
"25636",634,630,0,34.6,1,FALSE,0
"25637",749,745,0,63.5,0,TRUE,0
"25638",534,530,0,0,0,TRUE,1
"25639",689,685,0,2.8,0,FALSE,0
"25640",669,665,0,54.1,1,TRUE,0
"25641",584,580,0,59.8,1,FALSE,0
"25642",629,625,0,82.2,0,TRUE,1
"25643",734,730,0,23.3,0,TRUE,0
"25644",549,545,0,83.8,0,TRUE,1
"25645",784,780,0,9,1,TRUE,0
"25646",629,625,0,57.3,0,FALSE,1
"25647",644,640,1,90.8,2,TRUE,0
"25648",569,565,0,40.9,0,FALSE,0
"25649",529,525,0,15.3,0,FALSE,0
"25650",804,800,0,0,1,FALSE,0
"25651",744,740,0,0,0,FALSE,0
"25652",729,725,0,77.7,1,TRUE,0
"25653",604,600,0,82.7,0,TRUE,0
"25654",679,675,1,67.8,0,FALSE,0
"25655",659,655,0,87.4,0,FALSE,0
"25656",724,720,0,55.7,0,TRUE,0
"25657",764,760,0,0,1,TRUE,0
"25658",679,675,0,75.9,3,TRUE,0
"25659",619,615,0,27.1,1,TRUE,0
"25660",714,710,0,49,0,TRUE,0
"25661",734,730,0,69.8,1,FALSE,0
"25662",499,0,0,61.5,2,FALSE,0
"25663",569,565,0,13.3,0,FALSE,1
"25664",584,580,0,92.8,0,TRUE,1
"25665",654,650,0,43.8,1,FALSE,0
"25666",774,770,0,7.4,0,TRUE,0
"25667",709,705,0,54.5,3,TRUE,0
"25668",519,515,0,23,3,TRUE,1
"25669",734,730,0,97,0,FALSE,0
"25670",499,0,0,73,0,TRUE,1
"25671",789,785,0,66.7,2,FALSE,0
"25672",644,640,0,71.2,1,TRUE,0
"25673",634,630,0,41,1,FALSE,1
"25674",799,795,0,29.2,0,TRUE,0
"25675",499,0,0,95,0,TRUE,1
"25676",679,675,1,33.8,1,FALSE,0
"25677",719,715,0,0,0,TRUE,0
"25678",769,765,0,15.6,0,TRUE,0
"25679",659,655,0,84.1,2,TRUE,0
"25680",769,765,0,22.8,0,FALSE,0
"25681",749,745,0,94.2,0,FALSE,0
"25682",609,605,0,77.9,2,FALSE,0
"25683",664,660,0,80.1,3,FALSE,0
"25684",679,675,0,90.6,0,TRUE,0
"25685",659,655,0,88.1,0,TRUE,0
"25686",499,0,0,14.8,2,FALSE,0
"25687",754,750,0,47.4,2,FALSE,0
"25688",649,645,0,65.5,2,FALSE,1
"25689",634,630,0,39.1,2,TRUE,0
"25690",744,740,0,46.8,0,FALSE,0
"25691",729,725,0,36.6,0,TRUE,0
"25692",789,785,0,14,0,TRUE,0
"25693",769,765,0,34.3,0,TRUE,0
"25694",749,745,0,1.3,0,FALSE,0
"25695",504,500,0,37,3,TRUE,1
"25696",629,625,0,45.2,3,FALSE,0
"25697",729,725,0,72.6,1,TRUE,0
"25698",804,800,0,45.6,1,FALSE,0
"25699",754,750,0,28.6,4,FALSE,0
"25700",754,750,0,30.7,0,FALSE,0
"25701",629,625,0,36.8,3,FALSE,0
"25702",679,675,0,93.5,0,FALSE,0
"25703",724,720,1,22.4,0,FALSE,0
"25704",614,610,0,73.3,1,TRUE,0
"25705",759,755,0,15.8,1,FALSE,0
"25706",709,705,0,16,0,FALSE,0
"25707",699,695,0,53,0,TRUE,0
"25708",684,680,0,60,2,FALSE,0
"25709",684,680,0,35.7,1,FALSE,0
"25710",734,730,0,39.2,1,FALSE,0
"25711",574,570,0,76,0,TRUE,0
"25712",709,705,0,65.3,0,TRUE,0
"25713",509,505,0,77.4,0,TRUE,1
"25714",554,550,0,89.5,3,FALSE,1
"25715",799,795,0,76.7,0,TRUE,0
"25716",724,720,0,94.7,1,FALSE,0
"25717",514,510,0,89.9,1,FALSE,1
"25718",689,685,0,68.7,3,FALSE,0
"25719",714,710,0,54.5,1,TRUE,0
"25720",519,515,0,27.7,2,TRUE,1
"25721",689,685,0,84.1,1,FALSE,0
"25722",739,735,0,97.5,1,TRUE,0
"25723",649,645,0,83.8,0,FALSE,0
"25724",699,695,0,83.6,0,TRUE,0
"25725",514,510,0,39,1,TRUE,1
"25726",629,625,0,86.5,3,FALSE,0
"25727",704,700,0,53.3,0,FALSE,0
"25728",609,605,0,5,3,FALSE,0
"25729",729,725,0,5.6,1,FALSE,0
"25730",764,760,0,8.9,1,FALSE,0
"25731",669,665,1,76,0,FALSE,0
"25732",729,725,0,32.9,1,TRUE,0
"25733",584,580,0,21.2,0,TRUE,1
"25734",749,745,0,57.2,1,TRUE,0
"25735",764,760,0,57,0,TRUE,0
"25736",729,725,0,80.1,1,TRUE,0
"25737",604,600,1,93.2,2,FALSE,1
"25738",559,555,0,32.6,0,TRUE,1
"25739",499,0,0,66.4,3,TRUE,1
"25740",764,760,0,51.5,5,FALSE,0
"25741",694,690,0,4.2,0,FALSE,0
"25742",754,750,1,94.4,0,TRUE,0
"25743",714,710,0,81.6,2,FALSE,0
"25744",794,790,0,17.8,1,TRUE,0
"25745",534,530,0,61,3,TRUE,0
"25746",544,540,0,13.1,3,FALSE,1
"25747",694,690,0,88.7,3,TRUE,0
"25748",499,0,0,47.8,0,FALSE,1
"25749",524,520,0,73.2,0,TRUE,0
"25750",664,660,0,56.1,2,FALSE,0
"25751",669,665,1,82.9,0,FALSE,1
"25752",644,640,0,69,0,FALSE,0
"25753",519,515,0,39.7,1,FALSE,0
"25754",829,825,0,54.7,0,FALSE,0
"25755",659,655,0,53.7,0,TRUE,0
"25756",789,785,0,56,0,TRUE,0
"25757",739,735,0,15.6,0,TRUE,0
"25758",714,710,0,62.2,2,FALSE,0
"25759",804,800,0,9.2,2,FALSE,0
"25760",739,735,0,27.8,4,FALSE,0
"25761",799,795,0,12.2,2,FALSE,0
"25762",704,700,0,1.8,0,FALSE,0
"25763",679,675,0,95.1,1,TRUE,0
"25764",694,690,1,51.9,2,TRUE,0
"25765",629,625,0,49.4,1,FALSE,1
"25766",614,610,0,28.3,0,TRUE,0
"25767",664,660,0,37.4,3,TRUE,0
"25768",719,715,0,36.1,2,FALSE,0
"25769",514,510,0,21.6,1,TRUE,0
"25770",699,695,0,74.7,0,TRUE,0
"25771",764,760,0,36.4,1,FALSE,0
"25772",789,785,0,28.4,2,FALSE,0
"25773",779,775,0,11.3,0,FALSE,0
"25774",674,670,0,0,1,FALSE,0
"25775",639,635,0,62.8,1,TRUE,0
"25776",724,720,0,70.4,2,TRUE,0
"25777",724,720,0,52.8,0,FALSE,0
"25778",674,670,1,53.8,0,FALSE,0
"25779",769,765,0,43.6,0,FALSE,0
"25780",674,670,1,82.8,0,FALSE,0
"25781",724,720,0,73.6,1,FALSE,0
"25782",734,730,0,17.3,2,TRUE,0
"25783",779,775,0,8.1,1,FALSE,0
"25784",749,745,0,52.2,2,FALSE,0
"25785",504,500,0,0,0,TRUE,1
"25786",654,650,0,84.2,2,TRUE,0
"25787",714,710,0,60.4,1,TRUE,0
"25788",619,615,0,6.4,1,TRUE,1
"25789",679,675,0,31.1,3,FALSE,0
"25790",759,755,0,50.9,0,FALSE,0
"25791",549,545,0,89.6,1,TRUE,0
"25792",814,810,0,62.9,1,FALSE,0
"25793",714,710,0,66.5,1,TRUE,0
"25794",599,595,0,49.2,1,TRUE,1
"25795",789,785,0,44.3,3,FALSE,0
"25796",604,600,0,74.2,1,FALSE,0
"25797",694,690,0,51.6,0,FALSE,0
"25798",554,550,0,76.2,2,FALSE,0
"25799",714,710,0,73.2,2,TRUE,1
"25800",689,685,0,99.3,2,FALSE,0
"25801",694,690,0,90.8,2,FALSE,0
"25802",634,630,0,8.4,3,FALSE,0
"25803",719,715,0,73.9,3,FALSE,0
"25804",714,710,0,63.2,0,FALSE,0
"25805",679,675,0,40.4,0,FALSE,0
"25806",749,745,0,16.5,0,TRUE,0
"25807",634,630,0,36.3,0,TRUE,0
"25808",659,655,1,99.6,2,FALSE,0
"25809",659,655,0,60.5,0,TRUE,0
"25810",789,785,0,35.6,1,TRUE,0
"25811",604,600,0,38.1,1,TRUE,0
"25812",724,720,0,18.5,0,TRUE,0
"25813",694,690,1,49.6,1,FALSE,0
"25814",799,795,0,50.1,1,TRUE,0
"25815",704,700,0,96.3,1,FALSE,0
"25816",614,610,0,23.7,0,TRUE,0
"25817",754,750,0,43,0,TRUE,0
"25818",499,0,0,98.1,0,TRUE,0
"25819",749,745,0,42.8,0,TRUE,0
"25820",779,775,0,40.9,1,FALSE,0
"25821",799,795,0,1.5,3,TRUE,0
"25822",499,0,0,42,1,FALSE,1
"25823",719,715,0,46.8,3,FALSE,0
"25824",684,680,0,83.1,3,FALSE,0
"25825",779,775,0,0,3,FALSE,0
"25826",619,615,0,14,0,FALSE,0
"25827",644,640,0,36.3,1,FALSE,1
"25828",724,720,0,86,1,TRUE,0
"25829",709,705,0,79.4,0,FALSE,0
"25830",559,555,0,75.2,1,FALSE,0
"25831",729,725,0,23.2,0,FALSE,0
"25832",759,755,0,51.9,2,FALSE,0
"25833",794,790,0,27.6,0,FALSE,0
"25834",719,715,0,77,2,TRUE,0
"25835",769,765,0,45.9,1,FALSE,0
"25836",689,685,0,77.1,0,TRUE,0
"25837",724,720,1,46.3,1,TRUE,0
"25838",789,785,0,31.3,2,FALSE,0
"25839",564,560,0,71.2,1,FALSE,1
"25840",594,590,0,23.3,1,FALSE,0
"25841",664,660,0,51.4,2,TRUE,0
"25842",699,695,0,93.7,0,TRUE,0
"25843",744,740,0,92.4,0,FALSE,0
"25844",689,685,0,54.7,0,TRUE,0
"25845",829,825,0,36.2,1,FALSE,0
"25846",679,675,0,77.4,0,TRUE,0
"25847",599,595,0,47.5,3,TRUE,0
"25848",669,665,0,23.1,0,FALSE,0
"25849",714,710,0,46.4,0,FALSE,0
"25850",809,805,0,73,0,TRUE,0
"25851",669,665,0,89,0,TRUE,0
"25852",799,795,0,42.6,0,FALSE,0
"25853",514,510,0,47.1,2,FALSE,1
"25854",679,675,0,82.4,0,FALSE,0
"25855",579,575,0,28.4,1,FALSE,1
"25856",669,665,0,1.4,0,FALSE,0
"25857",669,665,0,15.9,1,FALSE,0
"25858",794,790,0,4.5,1,FALSE,0
"25859",764,760,0,51.5,0,FALSE,0
"25860",529,525,0,60.9,3,TRUE,1
"25861",659,655,1,59.4,3,TRUE,0
"25862",684,680,0,20.8,0,FALSE,0
"25863",664,660,0,78.4,0,FALSE,1
"25864",754,750,0,39,0,FALSE,0
"25865",744,740,0,7.2,1,TRUE,0
"25866",619,615,0,90.6,0,FALSE,0
"25867",699,695,0,28,0,FALSE,0
"25868",674,670,0,79.4,2,FALSE,0
"25869",724,720,0,65,0,TRUE,0
"25870",669,665,0,74.2,0,FALSE,0
"25871",629,625,0,79,1,TRUE,1
"25872",694,690,0,7.8,1,TRUE,0
"25873",744,740,0,41.2,2,FALSE,0
"25874",674,670,0,74.3,2,FALSE,0
"25875",789,785,0,22.8,0,FALSE,0
"25876",664,660,0,58.2,1,TRUE,0
"25877",764,760,0,21.4,1,FALSE,0
"25878",734,730,0,21.8,3,FALSE,0
"25879",734,730,0,42.4,1,FALSE,0
"25880",689,685,0,35.7,1,FALSE,0
"25881",529,525,0,81,0,FALSE,1
"25882",544,540,0,45.6,3,FALSE,0
"25883",704,700,0,20,1,TRUE,0
"25884",754,750,0,4.3,0,FALSE,0
"25885",759,755,0,18.5,0,FALSE,0
"25886",594,590,1,41.9,1,FALSE,0
"25887",684,680,0,74.5,0,FALSE,0
"25888",679,675,0,31.9,0,FALSE,0
"25889",654,650,0,13.1,0,TRUE,0
"25890",649,645,0,84.1,0,FALSE,1
"25891",749,745,0,11.4,1,TRUE,0
"25892",554,550,0,53.9,1,TRUE,1
"25893",769,765,0,17,0,TRUE,0
"25894",594,590,0,24.6,0,FALSE,0
"25895",589,585,0,45.9,1,FALSE,1
"25896",539,535,1,98.5,3,FALSE,0
"25897",649,645,0,0,0,FALSE,0
"25898",589,585,0,44.4,0,TRUE,0
"25899",719,715,0,53.7,0,TRUE,0
"25900",789,785,0,28.9,0,FALSE,0
"25901",684,680,0,49.2,1,FALSE,0
"25902",694,690,0,62.1,3,FALSE,0
"25903",554,550,0,88.1,0,TRUE,0
"25904",499,0,0,97.4,1,TRUE,1
"25905",619,615,0,78,0,TRUE,0
"25906",779,775,0,21.4,1,FALSE,0
"25907",634,630,0,53.1,1,TRUE,1
"25908",654,650,0,56.9,2,FALSE,0
"25909",744,740,0,72.2,0,TRUE,0
"25910",639,635,0,72.1,1,FALSE,1
"25911",789,785,0,5.4,0,TRUE,0
"25912",604,600,0,33.9,2,FALSE,0
"25913",829,825,0,11.3,0,TRUE,0
"25914",659,655,0,14.9,0,FALSE,1
"25915",714,710,0,8.8,0,FALSE,0
"25916",514,510,0,59.5,3,TRUE,1
"25917",779,775,0,7,0,TRUE,0
"25918",709,705,0,47.4,4,FALSE,0
"25919",734,730,0,78.2,1,TRUE,0
"25920",724,720,0,30.5,1,FALSE,0
"25921",564,560,0,46.6,3,FALSE,0
"25922",719,715,0,78.8,0,TRUE,0
"25923",774,770,0,94.7,1,TRUE,0
"25924",674,670,0,1.88,4,FALSE,1
"25925",754,750,0,67.6,0,FALSE,0
"25926",554,550,0,51.2,0,TRUE,0
"25927",699,695,0,40.6,0,FALSE,0
"25928",764,760,0,4.6,3,FALSE,0
"25929",609,605,0,87.2,2,FALSE,0
"25930",709,705,0,96.6,0,TRUE,0
"25931",759,755,0,2,1,TRUE,0
"25932",559,555,0,36.1,3,FALSE,0
"25933",719,715,0,7.2,3,FALSE,0
"25934",669,665,0,38.6,0,TRUE,0
"25935",769,765,0,66,0,FALSE,0
"25936",704,700,0,51.3,3,FALSE,0
"25937",774,770,0,17.8,1,FALSE,0
"25938",829,825,0,22.3,0,TRUE,0
"25939",724,720,0,3.6,1,FALSE,0
"25940",589,585,0,50.6,2,TRUE,0
"25941",774,770,0,63.2,1,FALSE,0
"25942",689,685,0,52.6,2,FALSE,0
"25943",724,720,0,6.3,1,TRUE,0
"25944",774,770,0,50.5,0,FALSE,0
"25945",744,740,0,23.4,0,FALSE,0
"25946",679,675,0,56.7,3,FALSE,0
"25947",674,670,0,96.1,0,TRUE,0
"25948",544,540,0,90.6,3,TRUE,0
"25949",679,675,0,15.7,3,TRUE,0
"25950",704,700,0,22.6,1,TRUE,0
"25951",689,685,0,63.3,0,TRUE,0
"25952",759,755,0,10.3,0,TRUE,0
"25953",759,755,0,28.3,0,TRUE,0
"25954",534,530,0,73.3,0,FALSE,1
"25955",594,590,0,70.94,0,TRUE,0
"25956",559,555,0,27.1,0,TRUE,0
"25957",739,735,0,66.4,0,FALSE,0
"25958",719,715,0,90.3,0,TRUE,0
"25959",669,665,0,38.4,0,TRUE,0
"25960",704,700,0,43.3,2,TRUE,0
"25961",669,665,0,55.6,0,TRUE,0
"25962",684,680,0,0,3,FALSE,0
"25963",499,0,1,65.9,0,TRUE,0
"25964",544,540,0,69.2,0,TRUE,0
"25965",764,760,0,9.2,0,FALSE,0
"25966",739,735,0,29.1,2,FALSE,0
"25967",669,665,0,17.8,0,TRUE,0
"25968",669,665,0,32.8,3,FALSE,0
"25969",744,740,0,33.9,1,FALSE,0
"25970",669,665,0,1.5,0,FALSE,0
"25971",714,710,0,79.4,0,TRUE,0
"25972",519,515,0,23,0,TRUE,0
"25973",759,755,0,0,2,FALSE,0
"25974",689,685,0,32.8,1,FALSE,0
"25975",664,660,0,18.8,0,FALSE,0
"25976",684,680,0,20.9,2,TRUE,0
"25977",819,815,0,0.5,0,TRUE,0
"25978",634,630,0,95.6,2,TRUE,1
"25979",694,690,0,6.5,3,FALSE,0
"25980",819,815,0,26.1,0,FALSE,0
"25981",499,0,1,56,3,TRUE,1
"25982",769,765,0,32.4,0,TRUE,0
"25983",519,515,0,8.01,1,FALSE,0
"25984",674,670,0,25.6,1,TRUE,0
"25985",689,685,0,40.1,0,FALSE,0
"25986",649,645,0,39.4,0,FALSE,0
"25987",614,610,0,26.5,3,FALSE,0
"25988",704,700,0,36.5,0,TRUE,0
"25989",689,685,0,81.3,2,FALSE,0
"25990",714,710,0,55.4,3,FALSE,0
"25991",629,625,1,50.1,2,FALSE,1
"25992",624,620,0,6.8,1,TRUE,0
"25993",589,585,0,2.5,0,FALSE,0
"25994",644,640,0,80,0,FALSE,0
"25995",604,600,0,17.3,1,FALSE,0
"25996",584,580,0,22.8,3,TRUE,1
"25997",664,660,0,42.6,0,FALSE,1
"25998",574,570,0,62.8,0,TRUE,1
"25999",679,675,0,31.4,0,TRUE,0
"26000",559,555,0,29.6,2,TRUE,0
"26001",539,535,0,32.3,0,FALSE,1
"26002",604,600,0,33.1,0,TRUE,0
"26003",634,630,0,48.7,1,FALSE,0
"26004",639,635,0,15,2,FALSE,0
"26005",639,635,0,69.4,2,FALSE,0
"26006",744,740,0,29.9,0,TRUE,0
"26007",669,665,0,64.9,0,FALSE,0
"26008",789,785,0,21.1,0,TRUE,0
"26009",514,510,0,27.8,0,TRUE,0
"26010",714,710,0,38.5,0,FALSE,0
"26011",654,650,0,98.3,1,FALSE,0
"26012",694,690,0,66.8,3,TRUE,1
"26013",669,665,0,14.2,2,TRUE,0
"26014",619,615,0,62.3,3,TRUE,0
"26015",694,690,0,55.2,0,FALSE,0
"26016",689,685,1,27.3,2,FALSE,0
"26017",684,680,0,3.8,1,FALSE,0
"26018",744,740,0,51.6,1,FALSE,0
"26019",609,605,0,37.6,0,TRUE,0
"26020",694,690,0,99,1,TRUE,0
"26021",794,790,0,30.2,0,TRUE,0
"26022",809,805,0,26.5,1,FALSE,0
"26023",649,645,0,68.1,0,FALSE,0
"26024",669,665,0,40.5,1,FALSE,0
"26025",634,630,0,95.5,3,FALSE,0
"26026",824,820,0,85.9,0,TRUE,0
"26027",649,645,0,53.4,7,FALSE,1
"26028",514,510,0,73.7,0,FALSE,1
"26029",664,660,0,45.9,0,TRUE,0
"26030",644,640,0,85.7,0,TRUE,0
"26031",699,695,0,5.3,0,FALSE,0
"26032",694,690,0,67.6,0,TRUE,0
"26033",759,755,0,17.5,1,FALSE,0
"26034",654,650,0,67.9,1,FALSE,0
"26035",704,700,0,30.2,2,FALSE,0
"26036",659,655,0,49.9,0,TRUE,1
"26037",774,770,0,4,0,FALSE,0
"26038",599,595,0,11.2,1,FALSE,1
"26039",744,740,0,24.4,1,FALSE,0
"26040",734,730,0,44,1,FALSE,0
"26041",709,705,0,44.6,1,FALSE,0
"26042",754,750,0,36.3,1,FALSE,0
"26043",809,805,0,0,0,FALSE,0
"26044",734,730,0,8.9,1,TRUE,0
"26045",724,720,0,35.2,2,FALSE,0
"26046",699,695,1,62.7,0,TRUE,0
"26047",719,715,0,87.6,1,FALSE,0
"26048",564,560,0,NA,0,TRUE,1
"26049",764,760,1,57.5,0,FALSE,0
"26050",629,625,0,84.4,0,FALSE,0
"26051",604,600,0,90.4,0,TRUE,0
"26052",589,585,0,54.9,0,FALSE,1
"26053",839,835,0,9.9,0,FALSE,0
"26054",629,625,0,83.4,0,TRUE,1
"26055",699,695,1,46.8,2,FALSE,0
"26056",704,700,0,48.8,1,TRUE,0
"26057",694,690,0,68.6,1,TRUE,0
"26058",574,570,0,19.3,0,TRUE,0
"26059",714,710,0,17.4,1,FALSE,0
"26060",584,580,0,4.2,2,FALSE,1
"26061",569,565,0,79.2,2,FALSE,0
"26062",684,680,0,40.8,0,FALSE,0
"26063",669,665,1,84.4,0,TRUE,0
"26064",679,675,1,78.9,0,TRUE,0
"26065",589,585,0,21,0,FALSE,0
"26066",499,0,0,74.2,2,TRUE,1
"26067",664,660,0,75.3,3,TRUE,0
"26068",504,500,0,81.2,0,TRUE,1
"26069",574,570,0,45.6,1,TRUE,1
"26070",564,560,0,26.8,5,FALSE,1
"26071",754,750,0,0,0,TRUE,0
"26072",724,720,0,63.8,0,FALSE,0
"26073",814,810,0,69.5,2,TRUE,0
"26074",659,655,1,14.3,2,TRUE,0
"26075",749,745,0,24.6,0,TRUE,0
"26076",769,765,0,22.4,1,TRUE,0
"26077",719,715,0,56.7,2,FALSE,0
"26078",634,630,0,14.8,1,FALSE,1
"26079",549,545,0,66.7,3,FALSE,1
"26080",709,705,0,64.6,2,FALSE,0
"26081",614,610,0,60.8,1,FALSE,0
"26082",729,725,0,98.3,0,FALSE,0
"26083",714,710,0,33.8,0,FALSE,0
"26084",624,620,0,61.5,1,TRUE,0
"26085",694,690,0,73.7,0,FALSE,0
"26086",649,645,0,44,0,TRUE,0
"26087",789,785,0,0,3,FALSE,0
"26088",719,715,0,23.4,4,FALSE,0
"26089",714,710,0,79.1,2,TRUE,0
"26090",704,700,0,69.8,3,TRUE,0
"26091",634,630,0,76,1,FALSE,0
"26092",604,600,0,93.6,2,FALSE,1
"26093",749,745,1,67.6,0,TRUE,0
"26094",689,685,0,88.7,3,TRUE,0
"26095",0,0,0,80.6,0,TRUE,1
"26096",639,635,0,53.9,2,TRUE,0
"26097",654,650,0,79.8,0,TRUE,1
"26098",504,500,1,71.5,1,FALSE,0
"26099",779,775,0,8.6,0,FALSE,0
"26100",789,785,0,10.7,3,FALSE,0
"26101",624,620,0,90.1,1,TRUE,0
"26102",734,730,0,44.5,3,FALSE,0
"26103",709,705,0,34.6,0,TRUE,0
"26104",739,735,0,44.4,0,TRUE,0
"26105",754,750,0,55.2,3,FALSE,0
"26106",754,750,0,65.9,1,FALSE,0
"26107",529,525,0,21.6,2,TRUE,1
"26108",634,630,0,85.9,3,TRUE,0
"26109",744,740,0,82.3,3,FALSE,0
"26110",554,550,0,72.2,0,TRUE,0
"26111",534,530,0,0,1,FALSE,1
"26112",699,695,0,87.9,1,TRUE,0
"26113",664,660,0,48.3,0,TRUE,1
"26114",699,695,0,45.9,2,FALSE,0
"26115",614,610,0,77.1,0,TRUE,0
"26116",729,725,0,1,0,TRUE,0
"26117",699,695,0,56.5,1,FALSE,0
"26118",644,640,0,26.6,2,TRUE,0
"26119",684,680,0,74.6,3,FALSE,0
"26120",664,660,0,13.5,0,FALSE,0
"26121",719,715,0,68.4,1,TRUE,0
"26122",759,755,0,24.2,2,TRUE,0
"26123",779,775,0,16.2,0,TRUE,0
"26124",669,665,0,81.4,0,TRUE,0
"26125",794,790,0,14.4,1,FALSE,0
"26126",669,665,0,53.6,0,TRUE,0
"26127",799,795,0,25.5,1,FALSE,0
"26128",689,685,0,68.8,2,FALSE,0
"26129",724,720,0,5.4,2,FALSE,0
"26130",629,625,0,44.4,1,TRUE,1
"26131",544,540,0,39.8,2,FALSE,1
"26132",714,710,0,78.4,0,TRUE,0
"26133",749,745,0,60.1,0,TRUE,0
"26134",739,735,0,58.4,0,TRUE,0
"26135",789,785,0,75.4,0,TRUE,0
"26136",524,520,0,70.7,0,FALSE,1
"26137",709,705,0,22,1,FALSE,0
"26138",634,630,0,46.4,1,TRUE,0
"26139",724,720,0,17.8,0,TRUE,0
"26140",719,715,0,37.5,0,FALSE,0
"26141",724,720,0,56.4,0,FALSE,0
"26142",534,530,0,61,0,FALSE,1
"26143",784,780,0,17.7,2,TRUE,0
"26144",659,655,0,29.2,7,FALSE,1
"26145",649,645,0,31.1,1,FALSE,1
"26146",619,615,0,54.4,2,FALSE,0
"26147",704,700,0,36.5,0,FALSE,0
"26148",699,695,0,7.2,1,FALSE,0
"26149",584,580,0,19.3,0,TRUE,0
"26150",594,590,0,81.7,2,TRUE,1
"26151",639,635,0,97.3,3,TRUE,0
"26152",579,575,0,50.6,1,FALSE,0
"26153",749,745,0,35.9,0,TRUE,0
"26154",669,665,0,68.7,2,FALSE,0
"26155",759,755,0,19.5,1,FALSE,0
"26156",769,765,1,43.3,2,FALSE,0
"26157",784,780,0,79.3,2,FALSE,0
"26158",564,560,0,3.6,0,TRUE,0
"26159",539,535,0,52.1,1,FALSE,0
"26160",669,665,0,32.6,2,TRUE,0
"26161",734,730,0,81.5,2,FALSE,0
"26162",779,775,0,3.5,0,TRUE,0
"26163",499,0,0,52.2,2,FALSE,1
"26164",679,675,0,93.8,1,TRUE,0
"26165",724,720,0,15.6,0,FALSE,0
"26166",694,690,0,5.6,0,TRUE,0
"26167",739,735,0,58,1,FALSE,0
"26168",819,815,0,20.6,0,FALSE,0
"26169",779,775,0,66.1,0,TRUE,0
"26170",519,515,0,81.6,0,FALSE,1
"26171",764,760,0,45.8,3,FALSE,0
"26172",694,690,0,51.8,3,FALSE,0
"26173",734,730,0,15.3,1,FALSE,0
"26174",789,785,0,12.7,0,TRUE,0
"26175",574,570,0,89.1,1,FALSE,1
"26176",604,600,0,55,1,FALSE,1
"26177",814,810,0,30.8,0,TRUE,0
"26178",509,505,0,90.5,0,TRUE,1
"26179",769,765,0,49.8,0,TRUE,0
"26180",639,635,0,94.4,2,FALSE,1
"26181",674,670,0,94.2,0,FALSE,0
"26182",709,705,0,65.6,2,TRUE,0
"26183",559,555,0,86.5,1,FALSE,0
"26184",644,640,0,51.6,2,FALSE,1
"26185",694,690,0,37.7,0,FALSE,0
"26186",684,680,0,9.7,1,TRUE,0
"26187",709,705,0,82.2,1,TRUE,0
"26188",694,690,0,80.8,0,TRUE,0
"26189",809,805,0,6.5,0,FALSE,0
"26190",744,740,0,49.5,3,TRUE,0
"26191",684,680,0,35.9,0,TRUE,0
"26192",829,825,0,48.1,2,TRUE,0
"26193",709,705,0,67.9,0,TRUE,0
"26194",709,705,0,3.7,0,FALSE,0
"26195",714,710,0,68.7,0,TRUE,0
"26196",704,700,0,46.1,1,FALSE,0
"26197",709,705,0,73.2,1,TRUE,0
"26198",734,730,0,86.5,1,FALSE,0
"26199",784,780,0,43.3,0,TRUE,0
"26200",729,725,0,6.6,0,TRUE,0
"26201",539,535,0,50.5,3,TRUE,0
"26202",729,725,0,25.3,0,FALSE,0
"26203",739,735,0,39.6,1,FALSE,0
"26204",689,685,0,0,1,FALSE,0
"26205",769,765,0,4.9,0,FALSE,0
"26206",699,695,0,81.7,0,TRUE,0
"26207",764,760,0,9,3,FALSE,0
"26208",684,680,0,15.2,0,FALSE,0
"26209",614,610,0,28.2,3,FALSE,0
"26210",799,795,0,63.1,0,FALSE,0
"26211",644,640,0,11.5,0,TRUE,0
"26212",639,635,0,90,1,FALSE,1
"26213",724,720,0,60.7,0,FALSE,0
"26214",734,730,0,35.6,0,TRUE,0
"26215",549,545,0,24,2,TRUE,0
"26216",759,755,0,26.7,0,FALSE,0
